,Clean_Tweet,sentiment
20970,black always rise,Positive
20971,turn tucking front shirt pant fashionable tuck good way ahead curve,Positive
20972,soy la soy fuerte,Positive
20974,brand,Positive
20975,little men know rapper still holler shut,Positive
20976,cheese next year,Positive
20977,well whole different,Positive
20978,see latest job click apply generalist,Positive
20980,huge anniversary sale like enter win free pas coming,Positive
20982,former teammate friend great hire tech,Positive
20983,cortez stupid award time,Positive
20985,left tied phoenix,Positive
20986,silly,Positive
20987,pour eve via,Positive
20990,always give show stopping performance incredible party doubletree south bay,Positive
20991,fit cannot drink sort drink,Positive
20992,pop star,Positive
20993,really got south year many way,Positive
20994,tha dude,Positive
20995,read latest job opening longs drug pharmacy technician,Positive
20996,dislocated elbow practice,Positive
20998,answer truthfully long rate first impression text best feature think,Positive
20999,hey great win enjoy moment refocus conference road fantastic next weekend need protect home court together,Positive
21001,fact studio pause,Positive
21003,absolutely one complete control,Positive
21004,nice,Positive
21005,first thing see get heaven,Positive
21006,right head big think meant,Positive
21007,excited,Positive
21009,like really like kissing,Positive
21010,look like boy scout nun,Positive
21011,one,Positive
21012,day eight action shot titled kitten around thank campaign light treasure thank,Positive
21014,something leg,Positive
21016,fantastic idea,Positive
21018,thing know baby,Positive
21019,human one care heck lot think,Positive
21021,boy know,Positive
21023,say much know,Positive
21024,get house tho,Positive
21025,arty,Positive
21026,sing swift,Positive
21027,taking order gourmet cheesecake,Positive
21028,state historic park,Positive
21029,never,Positive
21031,good looking group young char restaurant,Positive
21033,heart never let look people,Positive
21034,watching episode honestly think cute course love drag race even bad judge loving seeing fierce,Positive
21035,big thank best tea time experience,Positive
21037,like doll,Positive
21038,let remember night,Positive
21039,sure easy know talk whole lot truly consider friend time need want know always open still going living live always coffee,Positive
21040,phone like maybe bae,Positive
21041,amazing best luck journey,Positive
21042,get away,Positive
21043,quite apple watch reason learned much getting mad body sent alert saying heart rate shot still,Positive
21044,funny guy,Positive
21045,may want join fan club happier,Positive
21046,marijuana industry amongst profitable promising guy crazy rich,Positive
21047,final first piece code wrote life going great,Positive
21048,enjoying moment,Positive
21049,thanks work,Positive
21052,tell buy first gen tomorrow,Positive
21053,posted video,Positive
21054,man captain kirk,Positive
21055,final,Positive
21057,going church gone pray,Positive
21058,month,Positive
21059,fun day holiday street market even cold,Positive
21060,hey anyone need anything,Positive
21061,boy,Positive
21062,ending question faith literally,Positive
21063,well,Positive
21066,way many could quote tonight love japan,Positive
21067,understand still better,Positive
21068,somebody text thanks,Positive
21070,thought thing,Positive
21071,last dragon,Positive
21073,excuse machine horrible right control turning afraid win despite,Positive
21074,deputy better always say,Positive
21075,thought hearing,Positive
21078,sometimes need keep distance,Positive
21079,bound brook new jersey,Positive
21080,nice,Positive
21082,wholesome,Positive
21084,diplomatic immunity,Positive
21085,got said thank god helmet guy said ten later split head open,Positive
21086,fill cum,Positive
21088,went century mark time season today win officially per game,Positive
21089,always hear county need put,Positive
21090,around talk someone else,Positive
21091,thing better already,Positive
21092,said one ever,Positive
21093,united,Positive
21094,commercial eastern exposure,Positive
21095,phone year bunch lap,Positive
21097,living black people colored people people point blank,Positive
21098,hope best,Positive
21101,sure much support get twitter one really besides encouraging good news entertainment buried best friend today support,Positive
21102,get,Positive
21104,man feel bad day get mix punch back good,Positive
21105,men basketball another win weekend state senior little logged freshman added,Positive
21106,reply,Positive
21108,absolutely beautiful,Positive
21109,bridge,Positive
21110,god want cry,Positive
21111,let get as,Positive
21112,god,Positive
21114,ago,Positive
21115,hey colorado,Positive
21116,snorting cocaine,Positive
21117,question good follow back,Positive
21118,back,Positive
21120,naw though,Positive
21122,yep,Positive
21123,sure kelly patriotic fake speaker,Positive
21124,matter,Positive
21125,preview handed cool transformer silver city,Positive
21126,one got away,Positive
21128,baby pink,Positive
21129,ready holiday love jam honda center,Positive
21131,aware satisfy taste see hurting one paying someone,Positive
21132,next goal,Positive
21133,wait,Positive
21134,god great,Positive
21135,think actually believe,Positive
21136,bought damn dress today got good as deal gave bottle,Positive
21138,buddy,Positive
21139,drinking merry happy new year special ale taft,Positive
21140,want add back hard mouth,Positive
21141,really good take ale drinking dad lane,Positive
21142,pavilion,Positive
21143,people always feel need ask always great see good people,Positive
21144,swan bevy,Positive
21145,sweet merry,Positive
21147,always taken pride season strength schedule career impressive career even impressive white dominant way mat point,Positive
21148,pathetic bunch tonight zero passion zero talent,Positive
21149,get behind great wall place make happen hope see like always great time,Positive
21151,totally,Positive
21152,stance god keep head may get son pen trophy getting,Positive
21153,think much crown side best side time think quite another team reach talent level,Positive
21154,took see today excited emma drone told giving year thank,Positive
21155,today good day,Positive
21156,word,Positive
21160,day worth,Positive
21161,rock must roll grind,Positive
21162,dream went trip perfect lime green thong one piece say baby everything loll,Positive
21163,home,Positive
21164,lead grammar,Positive
21165,daddy fresh hit follow feeling blessed,Positive
21166,sheriff handled well telling victim feel guilty literally give high prop great job,Positive
21167,hey team way later happy work play madden slightly,Positive
21168,yeah super strange mean appreciative lost wallet feel need bring backup,Positive
21170,gassing barely even know act like best friend,Positive
21171,lance thought,Positive
21172,foul marc,Positive
21173,hockey,Positive
21177,bless heart,Positive
21180,drinking traditional lager,Positive
21181,one way another river gon flow,Positive
21182,think freeze know mean would love play,Positive
21185,literally something going done flight lax turn sand leaving would nice settle like one nine refund tarmac two insane,Positive
21188,search super stop shop oceanside,Positive
21189,law policy adopted via internal management memo nothing constitution criminal indictment sitting president congress job constitution necessary weigh,Positive
